"object","property","value"
"PD.PAYMENT.DUE>MESSAGE.TYPE|DE.MESSAGE","type","strong"
"PD.PAYMENT.DUE>MESSAGE.DATE",,
"PD.PAYMENT.DUE>DELIVERY.REF",,
"PD.PAYMENT.DUE>ADVICE.CHGS",,
"PD.PAYMENT.DUE>PREVENT.RETRY",,
"PD.PAYMENT.DUE>BACK.VALUE",,
"PD.PAYMENT.DUE>START.DATE",,
"PD.PAYMENT.DUE>ADVICE.FREQ",,
"PD.PAYMENT.DUE>CONTRACT.GRP",,
"PD.PAYMENT.DUE>STMT.NO",,
"PD.PAYMENT.DUE>CE.LAST.CAP.DATE",,
"PD.PAYMENT.DUE>CS.LAST.CAP.DATE",,
"PD.PAYMENT.DUE>MANUAL.NAB",,
"PD.PAYMENT.DUE>LOAN.SPREAD",,
"PD.PAYMENT.DUE>AUTO.SPREAD",,
"PD.PAYMENT.DUE>ASSET.CLASS|LN.ASSET.CLASS","type","strong"
"PD.PAYMENT.DUE>PROVISION",,
"PD.PAYMENT.DUE>MOVE.TO.HIS",,
"PD.PAYMENT.DUE>PROVISION.AMOUNT",,
"PD.PAYMENT.DUE>PROVISION.METHOD",,
"PD.PAYMENT.DUE>WOF.REASON|PD.WOF.REASON","type","strong"
"PD.PAYMENT.DUE>ACCRUAL.PARAM|EB.ACCRUAL.PARAM","type","strong"
"PD.PAYMENT.DUE>ROUNDING.RULE|EB.ROUNDING.RULE","type","strong"
"PD.PAYMENT.DUE>WAIVE.GRA.PE",,
"PD.PAYMENT.DUE>WAIVE.GRA.PS",,
"PD.PAYMENT.DUE>INSTAL.DATE",,
"PD.PAYMENT.DUE>INSTAL.AMT",,
"PD.PENALTY.DETAILS>@ID",,
"PD.PENALTY.DETAILS>PENALTY.CALC|PD.AMOUNT.TYPE","type","strong"
"PD.PENALTY.DETAILS>LAST.PD.MVMT.DT",,
"PD.PENALTY.DETAILS>LLR.DATE",,
"PD.PENALTY.DETAILS>PROJ.LLR.DATE",,
"PD.PROV.EXCEPTION.LOG>@ID",,
"PD.PROV.EXCEPTION.LOG>APPLICATION",,
"PD.PROV.EXCEPTION.LOG>BATCH.NAME",,
"PD.PROV.EXCEPTION.LOG>ROUTINE.NAME",,
"PD.PROV.EXCEPTION.LOG>MESSAGE",,
"PD.PROV.EXCEPTION.LOG>FILE.NAME",,
"PD.PROV.EXCEPTION.LOG>ACCT.OFFICER",,
"PD.PROV.EXCEPTION.LOG>RUN.DATE",,
"PD.RATES>@ID",,
"PD.RATES>RATE.EFF.DATE",,
"PD.RATES>RATE",,
"PD.RATES>SPREAD",,
"PD.RATES.SAVE>@ID",,
"PD.RATES.SAVE>RATE.EFF.DATE",,
"PD.RATES.SAVE>RATE",,
"PD.RATES.SAVE>SPREAD",,
"PD.REPAYMENT>@ID",,
"PD.REPAYMENT>CURRENCY|CURRENCY","type","strong"
"PD.REPAYMENT>REPAYMENT.REF",,
"PD.REPAYMENT>REPAYMENT.ACCT|ACCOUNT","type","strong"
"PD.REPAYMENT>TOT.REPAY.AMT",,
"PD.REPAYMENT>TOT.AFTER.DEDUCT",,
"PD.REPAYMENT>CHARGE.TYPE",,
"PD.REPAYMENT>CHARGE.AMT",,
"PD.REPAYMENT>CHARGE.TAX.CODE|TAX","type","strong"
"PD.REPAYMENT>CHARGE.TAX.AMT",,
"PD.REPAYMENT>CHARGE.TAX.LCY",,
"PD.REPAYMENT>CHARGE.TAX.XRTE",,
"PD.REPAYMENT>REPAY.TYPE|PD.AMOUNT.TYPE","type","strong"
"PD.REPAYMENT>REPAY.AMT",,
"PD.REPAYMENT>REPAY.DEFAULT",,
"PD.REPAYMENT>REPAY.TAX.CODE|TAX","type","strong"
"PD.REPAYMENT>REPAY.TAX.AMT",,
"PD.REPAYMENT>REPAY.TAX.LCY",,
"PD.REPAYMENT>REPAY.TAX.XRATE",,
"PD.REPAYMENT>REPAY.DATE",,
"PD.REPAYMENT>RD.AMT",,
"PD.REPAYMENT>RD.TAX",,
"PD.REPAYMENT>RD.TAX.LCY",,
"PD.SCHEDULE.TYPE>@ID",,
"PD.SCHEDULE.TYPE>DESCRIPTION",,
"PD.SCHEDULE.TYPE>CHARGE.CODE",,
"PD.WOF.REASON>@ID",,
"PD.WOF.REASON>DESCRIPTION",,
"PD.WOF.REASON>SHORT.DESC",,
"PERIODIC.COMMISSION>@ID",,
"PERIODIC.COMMISSION>DESCRIPTION",,
"PERIODIC.COMMISSION>SHORT.DESCR",,
"PERIODIC.COMMISSION>CALCULATION.TYPE",,
"PERIODIC.COMMISSION>UPTO.PERIOD",,
"PERIODIC.COMMISSION>COMMISSION.CODE|FT.COMMISSION.TYPE","type","strong"
"PERIODIC.COMMISSION>MIN.COMM.PERIOD",,
"PERIODIC.COMMISSION>GRACE.PERIOD",,
"PERIODIC.COMMISSION>COMM.CALC.BASE",,
"PERIODIC.INT.SPREAD>@ID",,
"PERIODIC.INT.SPREAD>CURRENCY",,
"PERIODIC.INT.SPREAD>UPTO.AMT",,
"PERIODIC.INT.SPREAD>SPREAD",,
"PERIODIC.INTEREST>@ID",,
"PERIODIC.INTEREST>DESCRIPTION",,
"PERIODIC.INTEREST>DEFAULT.MIS.TABLE",,
"PERIODIC.INTEREST>REST.PERIOD",,
"PERIODIC.INTEREST>REST.DATE",,
"PERIODIC.INTEREST>DAYS.SINCE.SPOT",,
"PERIODIC.INTEREST>AMT",,
"PERIODIC.INTEREST>BID.RATE",,
"PERIODIC.INTEREST>OFFER.RATE",,
"PERIODIC.INTEREST>BUILD.FWD.RATE",,
"PERIODIC.INTEREST>INT.TOLERANCE",,
"PERIODIC.INTEREST>MAX.INT.RATE",,
"PERIODIC.INTEREST>LOCAL.ROUTINE|EB.API","type","strong"
"PERIODIC.INTEREST>USE.LAST.WRKNG.DAY",,
"PERIODIC.INTEREST>APPLICATION",,
"PERIODIC.INTEREST>HIST.CO.CODE|COMPANY","type","strong"
"PERIODIC.INTEREST>HIST.DATE",,
"PERIODIC.INTEREST>HIST.NO",,
"PERIODIC.RATE.CHANGE>@ID",,
"PERIODIC.RATE.CHANGE>K.DATE",,
"PERIODIC.RATE.CHANGE>PERIODIC.INT.KEY",,
"PERSON.ENTITY>@ID",,
"PERSON.ENTITY>PERSON.ENTITY",,
"PERSON.ENTITY>NAME",,
"PERSON.ENTITY>STREET",,
"PERSON.ENTITY>ADDRESS",,
"PERSON.ENTITY>TOWN.COUNTRY",,
"PERSON.ENTITY>POST.CODE",,
"PERSON.ENTITY>COUNTRY",,
"PERSON.ENTITY>PHONE",,
"PERSON.ENTITY>EMAIL",,
"PERSON.ENTITY>SOCIAL.NTW.ID",,
"PERSON.ENTITY>GENDER",,
"PERSON.ENTITY>BIRTH.INCORP.DATE",,
"PERSON.ENTITY>LEGAL.ID",,
"PERSON.ENTITY>STATUS",,
"PERSON.ENTITY>REG.COUNTRY|COUNTRY","type","strong"
"PERSON.ENTITY>CUSTOMER",,
"PERSON.ENTITY>LEGAL.DOC.NAME",,
"PGM.DATA.CONTROL>@ID",,
"PGM.DATA.CONTROL>PRODUCT",,
"PGM.DATA.CONTROL>SUB.PRODUCT",,
"PGM.DATA.CONTROL>OBSOLETE",,
"PGM.DATA.CONTROL>SOURCE.REQ",,
"PGM.DATA.CONTROL>COMPONENT",,
"PGM.FILE>@ID",,
"PGM.FILE>SCREEN.TITLE",,
"PGM.FILE>ADDITIONAL.INFO",,
"PGM.FILE>BATCH.JOB",,
"PGM.FILE>PRODUCT",,
"PGM.FILE>SUB.PRODUCT",,
"PGM.FILE>DESCRIPTION",,
"PGM.FILE>APPL.FOR.SUBR|PGM.FILE","type","strong"
"PGM.FILE>ID.PRODUCT",,
"PGM.FILE>K.TYPE",,
"PGM.FILE>TYPE",,
"PGM.FILE>MT.KEY.COMPONENT",,
"PGM.FILE>MT.KEY.FILE",,
"PGM.FILE>ACTIVATION.FILE",,
"PGM.FILE>REC.VERIFY",,
"PGM.FILE>BYPASS.SEL",,
"PGM.FILE>BULK.NO",,
"PGM.FILE>JOB.RATING",,
"PGM.FILE>TABLE.DEFINITION",,
"PGM.FILE>SAMPLE.COUNT",,
"PGM.FILE>ACTIVATION.FILENAME",,
"PHANTOM>@ID",,
"PHANTOM>PHANTOM.NAME",,
"PHANTOM>DESCRIPTION",,
"PHANTOM>STARTUP",,
"PHANTOM>SHUTDOWN",,
"PI.PS.MAPPING.RULE>@ID",,
"PI.PS.MAPPING.RULE>DESCRIPTION",,
"PI.PS.MAPPING.RULE>PAYMENT.SYSTEM",,
"PI.PS.MAPPING.RULE>PS.MAPPING.RULE|EB.RULE.GATEWAY","type","strong"
"PI.PS.MAPPING.RULE>PS.MAP.RULE.API",,
"PI.PS.MAPPING.RULE>RESULT.OPTION",,
"PI.PS.MAPPING.RULE>PS.MAPPING.RECORD|EB.MAPPING.SOURCE","type","strong"
"PI.PS.MAPPING.RULE>PS.MAPPING.API",,
"PI.PS.MAPPING.RULE>PS.VERSION|VERSION","type","strong"
"PI.PS.MAPPING.RULE>DEFAULT.RESULT",,
"PI.PS.MAPPING.RULE>DEFAULT.MAPPING.RECORD|EB.MAPPING.SOURCE","type","strong"
"PI.PS.MAPPING.RULE>DEFAULT.MAPPING.API",,
"PI.PS.MAPPING.RULE>DEFAULT.VERSION|VERSION","type","strong"
"PI.PS.MAPPING.RULE>EB.ACTIVITY|EB.ACTIVITY","type","strong"
"PI.PS.MAPPING.RULE>DELIVERY.OPTIONS",,
"PI.PS.MAPPING.RULE>DEFAULT.EB.ACTIVITY|EB.ACTIVITY","type","strong"
"PI.PS.MAPPING.RULE>DEFAULT.DELIVERY.OPTIONS",,
"PIF.CUSTOMER>@ID",,
"PIF.CUSTOMER>NAME",,
"PIF.CUSTOMER>PRODUCTS",,
"PIF.PRODUCT>@ID",,
"PIF.PRODUCT>DESCRIPTION",,
"PIF.PRODUCT>MANAGER",,
"PIF.STAFF>@ID",,
"PIF.STAFF>NAME",,
"PIF.STAFF>STAFF.TYPE",,
"PIF.STAFF>PASSWORD",,
"PIF.TYPE>@ID",,
"PIF.TYPE>DESCRIPTION",,
"PL.CLOSE.PARAMETER>@ID",,
"PL.CLOSE.PARAMETER>REPORT.TYPE",,
"PL.CLOSE.PARAMETER>REPORT",,
"PL.CLOSE.PARAMETER>REPORT.DATA",,
"PL.CLOSE.PARAMETER>CLOSE.FREQ.DATE",,
"PL.CLOSE.PARAMETER>TYPES.TO.EXCLUDE",,
"PL.CLOSE.PARAMETER>AL.GROUPING",,
"PL.CLOSE.PARAMETER>CLOSE.HLT.PRCSS",,
"PL.CLOSE.PARAMETER>PROCESSING.DATE",,
"PL.CLOSE.PARAMETER>CLOSE.OUT.RUN",,
"PL.CLOSE.PARAMETER>LAST.RUN.DATE",,
"PL.CLOSE.PARAMETER>LAST.HALT.DATE",,
"PL.CLOSE.PARAMETER>ITEMS.TO.EXCLUDE",,
"PL.CLOSE.PARAMETER>POSITION.TYPE",,
"PL.CLOSE.PARAMETER>CLOSE.CATEGORY|CATEGORY","type","strong"
"PL.CONSOL.UPDATE.WORK>@ID",,
"PL.CONSOL.UPDATE.WORK>CURRENCY",,
"PL.CONSOL.UPDATE.WORK>MAT.DATE",,
"PL.CONSOL.UPDATE.WORK>CREDIT.MVMT",,
"PL.CONSOL.UPDATE.WORK>CREDIT.LCY.MVMT",,
"PL.CONSOL.UPDATE.WORK>DEBIT.MVMT",,
"PL.CONSOL.UPDATE.WORK>DEBIT.LCY.MVMT",,
"PL.YR.END.ENTRY>@ID",,
"PL.YR.END.ENTRY>ACCOUNT.NUMBER",,
"PL.YR.END.ENTRY>COMPANY.CODE|COMPANY","type","strong"
"PL.YR.END.ENTRY>AMOUNT.LCY",,
"PL.YR.END.ENTRY>TRANSACTION.CODE|TRANSACTION","type","strong"
"PL.YR.END.ENTRY>THEIR.REFERENCE",,
"PL.YR.END.ENTRY>NARRATIVE",,
"PL.YR.END.ENTRY>PL.CATEGORY|CATEGORY","type","strong"
"PL.YR.END.ENTRY>CUSTOMER.ID|CUSTOMER","type","strong"
"PL.YR.END.ENTRY>ACCOUNT.OFFICER|DEPT.ACCT.OFFICER","type","strong"
"PL.YR.END.ENTRY>PRODUCT.CATEGORY|CATEGORY","type","strong"
"PL.YR.END.ENTRY>VALUE.DATE",,
"PL.YR.END.ENTRY>AMOUNT.FCY",,
"PL.YR.END.ENTRY>EXCHANGE.RATE",,
"PL.YR.END.ENTRY>NEGOTIATED.REF.NUM",,
"PL.YR.END.ENTRY>POSITION.TYPE|FX.POS.TYPE","type","strong"
"PL.YR.END.ENTRY>OUR.REFERENCE",,
"PL.YR.END.ENTRY>REVERSAL.MARKER",,
"PL.YR.END.ENTRY>EXPOSURE.DATE",,
"PL.YR.END.ENTRY>CURRENCY.MARKET|CURRENCY.MARKET","type","strong"
"PL.YR.END.ENTRY>DEPARTMENT.CODE|DEPT.ACCT.OFFICER","type","strong"
"PL.YR.END.ENTRY>TRANS.REFERENCE",,
"PL.YR.END.ENTRY>SYSTEM.ID",,
"PL.YR.END.ENTRY>BOOKING.DATE",,
"PL.YR.END.ENTRY>STMT.NO",,
"PL.YR.END.ENTRY>CURRENCY|CURRENCY","type","strong"
"PL.YR.END.ENTRY>RUNNING.TOT.CRED",,
"PL.YR.END.ENTRY>RUNNING.TOT.DEB",,
"PM.AC.PARAM>@ID|PM.POSN.REFERENCE","type","strong"
"PM.AC.PARAM>DESCRIPTION",,
"PM.AC.PARAM>SHORT.NAME",,
"PM.AC.PARAM>CALENDAR|PM.CALENDAR","type","strong"
"PM.AC.PARAM>INTEREST.RATES",,
"PM.AC.PARAM>CATEGORY.FROM",,
"PM.AC.PARAM>CATEGORY.TO",,
"PM.AC.PARAM>CLASS.OVERNIGHT|PM.POSN.CLASS","type","strong"
"PM.AC.PARAM>CLS.ONLINE.SPRD|PM.POSN.CLASS","type","strong"
"PM.AC.PARAM>CLS.ONLINE.ACTL|PM.POSN.CLASS","type","strong"
"PM.AC.PARAM>CLS.ACCRUED.INT|PM.POSN.CLASS","type","strong"
"PM.AC.PARAM>REVERSE.BALANCE",,
"PM.AC.PARAM>CURRENCY",,
"PM.AC.PARAM>BAL.SPD.GRP",,
"PM.AC.PARAM>INT.SPD.GRP",,
"PM.AC.PARAM>SPD.GRP.SIGN",,
"PM.AC.PARAM>PERIOD.ID",,
"PM.AC.PARAM>PERCENTAGE",,
"PM.AC.PARAM>K.PERCENTAGE",,
"PM.AC.PARAM>PRD.INT.TYPE",,
"PM.AC.PARAM>FLT.INT.TYPE|BASIC.RATE.TEXT","type","strong"
"PM.AC.PARAM>R3",,
"PM.AC.PARAM>R4",,
"PM.AC.PARAM>R6",,
"PM.AC.PARAM>R7",,
"PM.AC.PARAM>LCY.FX.POSN",,
"PM.AC.PARAM>ACC.OR.CAL",,
"PM.AC.PARAM>GROUP.KEY",,
"PM.AC.PARAM>CATEGORY.POSITION",,
"PM.APPL.SELECTION>@ID",,
"PM.APPL.SELECTION>SEL.FIELD",,
"PM.APPL.SELECTION>SEL.OPERAND",,
"PM.APPL.SELECTION>SEL.FROM",,
"PM.APPL.SELECTION>SEL.TO",,
"PM.APPL.SELECTION>LINK.TO.NXT.FLD",,
"PM.APPL.SELECTION>OPEN.BRACKET",,
"PM.APPL.SELECTION>CLOSE.BRACKET",,
"PM.APPL.SELECTION>OP.BRACKET",,
"PM.APPL.SELECTION>MAT.FIELD",,
"PM.APPL.SELECTION>MAT.OPERAND",,
"PM.APPL.SELECTION>MAT.FROM",,
"PM.APPL.SELECTION>MAT.TO",,
"PM.APPL.SELECTION>CL.BRACKET",,
"PM.APPL.SELECTION>MAT.NXT.FLD",,
"PM.APPLICATION.PARAM>@ID",,
"PM.APPLICATION.PARAM>PM.GROUP.TYPE",,
"PM.APPLICATION.PARAM>BRACKETS.OP",,
"PM.APPLICATION.PARAM>FIELD.NAME",,
"PM.APPLICATION.PARAM>REPLACE.FILE",,
"PM.APPLICATION.PARAM>DECISION",,
"PM.APPLICATION.PARAM>DECISION.TO",,
"PM.APPLICATION.PARAM>BRACKETS.CL",,
"PM.APPLICATION.PARAM>REL.NEXT.FD",,
"PM.APPLICATION.PARAM>MULTI.VAL.DRIV",,
"PM.APPLICATION.PARAM>REPLACE.FLD",,
"PM.APPLICATION.PARAM>DECISION.FRM",,
"PM.CALENDAR>@ID",,
"PM.CALENDAR>SHORT.NAME",,
"PM.CALENDAR>DESCRIPTION",,
"PM.CALENDAR>PERIOD",,
"PM.CALENDAR>DATE.SFX",,
"PM.CALENDAR>START.DATE",,
"PM.CALENDAR>START.DATE.SFX",,
"PM.CALENDAR>END.DATE",,
"PM.CALENDAR>END.DATE.SFX",,
"PM.CALENDAR>R1",,
"PM.CALENDAR>R2",,
"PM.CALENDAR>R3",,
"PM.CALENDAR>SYS.UPD.TIME",,
"PM.CALENDAR>BASE.COUNTRY",,
"PM.DLY.POSN.CLASS>@ID",,
"PM.DLY.POSN.CLASS>DATE",,
"PM.DLY.POSN.CLASS>CCY",,
"PM.DLY.POSN.CLASS>POSN.CLASS",,
"PM.DLY.POSN.CLASS>ASST.LIAB.CD",,
"PM.DLY.POSN.CLASS>AMT.CODE",,
"PM.DLY.POSN.CLASS>AMOUNT",,
"PM.DLY.POSN.CLASS>AVG.RATE",,
"PM.DLY.POSN.CLASS>TXN.REFERENCE",,
"PM.DLY.POSN.CLASS>AMT.RATE",,
"PM.DLY.POSN.CLASS>CURRENCY.RANK",,
"PM.DLY.POSN.CLASS>APPLICATION",,
"PM.DRILL.DOWN>@ID",,
"PM.DX.PARAMETER>@ID",,
"PM.DX.PARAMETER>DESCRIPTION",,
"PM.DX.PARAMETER>UPDATE.CAS",,
"PM.DX.PARAMETER>REAL.FX.CLASS|PM.POSN.CLASS","type","strong"
"PM.DX.PARAMETER>FWD.FX.PRG.CNT",,
"PM.DX.PARAMETER>FWD.FX.CLASS|PM.POSN.CLASS","type","strong"
"PM.DX.PARAMETER>FIN.INT.RT.FUT|DX.CONTRACT.CLASS","type","strong"
"PM.DX.PARAMETER>INT.RT.START.CLS|PM.POSN.CLASS","type","strong"
"PM.DX.PARAMETER>INT.RT.END.CLS|PM.POSN.CLASS","type","strong"
"PM.DX.PARAMETER>FIN.BOND.FUT|DX.CONTRACT.CLASS","type","strong"
"PM.DX.PARAMETER>BOND.START.CLS|PM.POSN.CLASS","type","strong"
"PM.DX.PARAMETER>BOND.END.CLS|PM.POSN.CLASS","type","strong"
"PM.DX.PARAMETER>FIN.CCY.FUT|DX.CONTRACT.CLASS","type","strong"
"PM.DX.PARAMETER>TRADE.GAP",,
"PM.DX.PARAMETER>CCY.POSN.CLS|PM.POSN.CLASS","type","strong"
"PM.ENQ.PARAM>@ID",,
"PM.ENQ.PARAM>DESCRIPTION",,
"PM.ENQ.PARAM>ONITE.DLY.FILE",,
"PM.ENQ.PARAM>CALENDAR|PM.CALENDAR","type","strong"
"PM.ENQ.PARAM>START.BREAK",,
"PM.ENQ.PARAM>TAK.SIGN",,
"PM.ENQ.PARAM>PLAC.SIGN",,
"PM.ENQ.PARAM>DIF.TAK.SIGN",,
"PM.ENQ.PARAM>DIF.PLAC.SIGN",,
"PM.ENQ.PARAM>POSN.REF|PM.POSN.REFERENCE","type","strong"
"PM.ENQ.PARAM>POSN.CLASS|PM.POSN.CLASS","type","strong"
"PM.ENQ.PARAM>DEAL.DESK|DEALER.DESK","type","strong"
"PM.ENQ.PARAM>DATE.PERIOD",,
"PM.ENQ.PARAM>COMP.CONSOL|COMPANY.CONSOL","type","strong"
"PM.ENQ.PARAM>CHECK.FILE|FILE.CONTROL","type","strong"
"PM.ENQ.PARAM>CHECKFILE.ID",,
"PM.ENQ.PARAM>CONVERT.FIXED.CCY",,
"PM.ENQ.PARAM>IGNORE.CCY",,
"PM.ENQ.PARAM>AMOUNT.FORMAT",,
"PM.ENQ.PARAM>CURRENCY.MARKET|CURRENCY.MARKET","type","strong"
"PM.ENQ.PARAM>ENQ.TYPE",,
"PM.ENQ.PARAM>FX.BUY.SIGN",,
"PM.ENQ.PARAM>FX.SELL.SIGN",,
"PM.ENQ.PARAM>CONSOL.PERIOD",,
"PM.GROUP.TYPE>@ID",,
"PM.GROUP.TYPE>DESCRIPTION",,
"PM.GROUP.TYPE>CURRENCY.MARKET",,
"PM.GROUP.TYPE>DEALER.DESK",,
"PM.GROUP.TYPE>POSN.TYPE",,
"PM.GROUP.TYPE>VALUE.DATE",,
"PM.GROUP.TYPE>VALUE.DATE.SFX",,
"PM.GROUP.TYPE>POSN.CLASS|PM.POSN.CLASS","type","strong"
"PM.GROUP.TYPE>CURRENCY",,
"PM.GROUP.TYPE>CCY.AMT",,
"PM.GROUP.TYPE>RATE",,
"PM.GROUP.TYPE>INT.KEY",,
"PM.GROUP.TYPE>MARGIN",,
"PM.GROUP.TYPE>K.MARGIN",,
"PM.GROUP.TYPE>EQUIV.CODE",,
"PM.GROUP.TYPE>EQUIV.AMT",,
"PM.GROUP.TYPE>ACTY.PROD.CD",,
"PM.GROUP.TYPE>DEC.TYPE",,
"PM.GROUP.TYPE>DEC.ANSWER",,
"PM.GROUP.TYPE>DEC.FIELD",,
"PM.GROUP.TYPE>DEC.OPERAND",,
"PM.GROUP.TYPE>DEC.VALUE",,
"PM.GROUP.TYPE>CAL.TYPE",,
"PM.GROUP.TYPE>CALC.OPERAND",,
"PM.GROUP.TYPE>CALC.FIELD",,
"PM.GROUP.TYPE>REPLAC.TYPE",,
"PM.GROUP.TYPE>REPLAC.FILE",,
"PM.GROUP.TYPE>REPLAC.FIELD",,
"PM.GROUP.TYPE>ASST.LIAB.CD",,
"PM.GROUP.TYPE>CCY.MKT.CAL",,
"PM.GROUP.TYPE>DLR.DSK.CAL",,
"PM.GROUP.TYPE>POS.TYP.CAL",,
"PM.GROUP.TYPE>AST.LIB.CAL",,
"PM.GROUP.TYPE>VAL.DT.CAL",,
"PM.GROUP.TYPE>VAL.SFX.CAL",,
"PM.GROUP.TYPE>CCY.CAL",,
"PM.GROUP.TYPE>CCY.AMT.CAL",,
"PM.GROUP.TYPE>RATE.CAL",,
"PM.GROUP.TYPE>INT.KEY.CAL",,
"PM.GROUP.TYPE>MARGIN.CAL",,
"PM.GROUP.TYPE>EQU.CD.CAL",,
"PM.GROUP.TYPE>EQU.AMT.CAL",,
"PM.GROUP.TYPE>ACT.PRD.CAL",,
"PM.GROUP.TYPE>POS.CLS.CAL",,
"PM.GRP>@ID",,
"PM.GRP>SHORT.NAME",,
"PM.GRP>DESCRIPTION",,
"PM.GRP>APPLICATION|PGM.FILE","type","strong"
"PM.GRP>RECORD.ID",,
"PM.GRP>R1",,
"PM.GRP>R2",,
"PM.GRP>R3",,
"PM.GRP>R4",,
"PM.GRP>R5",,
"PM.LD.PARAM>@ID",,
"PM.LD.PARAM>DESCRIPTION",,
"PM.LD.PARAM>CATEG.DEP.ST",,
"PM.LD.PARAM>CATEG.DEP.END",,
"PM.LD.PARAM>CATEG.LOAN.ST",,
"PM.LD.PARAM>CATEG.LOAN.END",,
"PM.LD.PARAM>POS.START|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.MAT.CASH|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.MAT.GAP|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.INT.CAP|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.FEE|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.PPL.INC|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.PPL.DEC.CSH|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.PPL.DEC.GAP|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.PRIN.CASH|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.PRIN.GAP|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>INT.TYPE.TO.USE",,
"PM.LD.PARAM>NO.OF.ROWS",,
"PM.LD.PARAM>POS.TAX.PRIN|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.TAX.INT|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.TAX.COMM|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>GM.DATE.SFX",,
"PM.LD.PARAM>POS.FWD.FIX.INT|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.FWD.VAR.INT|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>SHOW.FWD.INT",,
"PM.LD.PARAM>POS.FWD.FIX.CAP|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.FWD.VAR.CAP|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.CHARGE.CAP|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>POS.FWD.COMM|PM.POSN.CLASS","type","strong"
"PM.LD.PARAM>PM.MAX.PERIOD",,
"PM.LD.PARAM>REAL.FX.CLASS|PM.POSN.CLASS","type","strong"
"PM.MM.DAILY.WORK>@ID",,
"PM.PARAMETER>@ID",,
"PM.PARAMETER>APPLN|PGM.FILE","type","strong"
"PM.PARAMETER>PROC.CODE",,
"PM.PARAMETER>COL",,
"PM.PARAMETER>FX.ROW",,
"PM.PARAMETER>FX.FOREX|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FX.SW|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FX.INT.SW.ST|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FX.INT.SW.MAT|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FX.PRIN.ST|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FX.CASH.HDG.INT|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FX.GAP.PRIN.ST|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FX.GAP.PRIN.MAT|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FX.ASST.LIAB|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>MM.ROW",,
"PM.PARAMETER>LMM.DEP.CAT",,
"PM.PARAMETER>LMM.LOAN.CAT",,
"PM.PARAMETER>LMM.ONITE.GAP.ST|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>LMM.ONITE.GAP.MAT|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>LMM.ONITE.GM.SFX",,
"PM.PARAMETER>LMM.CAT",,
"PM.PARAMETER>LMM.GAP.ST|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>LMM.GAP.MAT|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>LMM.GM.DATE.SFX",,
"PM.PARAMETER>LMM.INTEREST|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>LMM.R2",,
"PM.PARAMETER>LMM.R3",,
"PM.PARAMETER>APPLN.INC|EB.PRODUCT","type","strong"
"PM.PARAMETER>FX.FWD.INT.COVER|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>ENQ.NEG.SIGN",,
"PM.PARAMETER>FX.OPT.AVAIL.CLS|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FX.SW.PL.FWD.POS|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>FRA.TRADE.GAP",,
"PM.PARAMETER>FX.NDF|PM.POSN.CLASS","type","strong"
"PM.PARAMETER>R7",,
"PM.PARAMETER>R6",,
"PM.PARAMETER>R5",,
"PM.PARAMETER>R4",,
"PM.PARAMETER>R3",,
"PM.PARAMETER>R2",,
"PM.PARAMETER>R1",,
"PM.PARAMETER>BUILD.LCY.POSN",,
"PM.PARAMETER>ZERO.INT.RATE",,
"PM.PARAMETER>R0",,
"PM.PARAMETER>HVL.APP",,
"PM.PARAMETER>PM.FX.SYNTH.RTN|EB.API","type","strong"
